timestamp,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed
2016/1/1 0:00,0.4157894736842105,0.518348623853211,0.66530612244898,0.6666666666666666,0.18235294117647058
2016/1/1 1:00,0.41052631578947363,0.518348623853211,0.6748299319727895,0.6388888888888888,0.15294117647058825
2016/1/1 2:00,0.3526315789473684,0.4954128440366972,0.6789115646258512,0,0
2016/1/1 3:00,0.32105263157894737,0.49311926605504586,0.684353741496599,0.4722222222222222,0.08823529411764705
2016/1/1 4:00,0.33684210526315783,0.4908256880733945,0.6897959183673485,0.3055555555555556,0.08823529411764705
2016/1/1 5:00,0.3421052631578947,0.5,0.6938775510204085,0.2777777777777778,0.058823529411764705
2016/1/1 6:00,0.33684210526315783,0.4908256880733945,0.6938775510204085,0.25,0.08823529411764705
2016/1/1 7:00,0.33421052631578946,0.4954128440366972,0.6870748299319729,0.2222222222222222,0.058823529411764705
2016/1/1 8:00,0.33157894736842103,0.4938837920489296,0.684353741496599,0.16666666666666666,0.058823529411764705
2016/1/1 9:00,0.33157894736842103,0.4923547400611621,0.6802721088435391,0.2777777777777778,0.15294117647058825
2016/1/1 10:00,0.4263157894736842,0.4908256880733945,0.66530612244898,0.25,0.24117647058823527
2016/1/1 11:00,0.5,0.4954128440366972,0.6585034013605444,0.3333333333333333,0.21176470588235294
2016/1/1 12:00,0.5842105263157894,0.6100917431192661,0.6408163265306133,0.3333333333333333,0.3
2016/1/1 13:00,0.5947368421052631,0.6100917431192661,0.6204081632653065,0.3055555555555556,0.33529411764705885
2016/1/1 14:00,0.6052631578947368,0.6146788990825688,0.6013605442176893,0.2777777777777778,0.3
2016/1/1 15:00,0.6105263157894737,0.665137614678899,0.5836734693877563,0.2777777777777778,0.4235294117647059
2016/1/1 16:00,0.6157894736842104,0.7155963302752293,0.5687074829931973,0.3055555555555556,0.33529411764705885
2016/1/1 17:00,0.6368421052631579,0.7339449541284403,0.5510204081632661,0.3333333333333333,0.3941176470588235
2016/1/1 18:00,0.6421052631578946,0.7064220183486238,0.5306122448979593,0.3611111111111111,0.45294117647058824
2016/1/1 19:00,0.6421052631578946,0.6972477064220184,0.5197278911564638,0.3333333333333333,0.5176470588235295
2016/1/1 20:00,0.6473684210526315,0.6926605504587156,0.500680272108843,0.3333333333333333,0.48235294117647054
2016/1/1 21:00,0.6631578947368421,0.6880733944954127,0.4829931972789119,0.3333333333333333,0.48235294117647054
2016/1/1 22:00,0.6526315789473685,0.7064220183486238,0.4680272108843546,0.3611111111111111,0.48235294117647054
2016/1/1 23:00,0.631578947368421,0.7293577981651376,0.45034013605442347,0.3611111111111111,0.4235294117647059
2016/1/2 0:00,0.6421052631578946,0.7477064220183486,0.4380952380952401,0.3611111111111111,0.4235294117647059
2016/1/2 1:00,0.6473684210526315,0.7614678899082569,0.41360544217687156,0.3055555555555556,0.48235294117647054
2016/1/2 2:00,0.6631578947368421,0.7798165137614679,0.40680272108843596,0.3333333333333333,0.3941176470588235
2016/1/2 3:00,0.6947368421052631,0.7844036697247705,0.3945578231292526,0.3611111111111111,0.4235294117647059
2016/1/2 4:00,0.7052631578947368,0.7889908256880733,0.3809523809523814,0.3611111111111111,0.4235294117647059
2016/1/2 5:00,0.7210526315789473,0.7935779816513762,0.3659863945578241,0.3611111111111111,0.48235294117647054
2016/1/2 6:00,0.7263157894736841,0.7935779816513762,0.3578231292517007,0.3611111111111111,0.45294117647058824
2016/1/2 7:00,0.7105263157894737,0.8119266055045871,0.3523809523809529,0.3611111111111111,0.48235294117647054
2016/1/2 8:00,0.7263157894736841,0.8165137614678899,0.34693877551020513,0.3888888888888889,0.4235294117647059
2016/1/2 9:00,0.7368421052631579,0.8256880733944953,0.34829931972789296,0.3888888888888889,0.4235294117647059
2016/1/2 10:00,0.7315789473684211,0.8394495412844036,0.34421768707482947,0.3611111111111111,0.36470588235294116
2016/1/2 11:00,0.7368421052631579,0.8486238532110091,0.3360544217687096,0.3611111111111111,0.4235294117647059
2016/1/2 12:00,0.7473684210526316,0.8440366972477064,0.3265306122448983,0.3611111111111111,0.48235294117647054
2016/1/2 13:00,0.7421052631578947,0.8486238532110091,0.31428571428571495,0.3611111111111111,0.45294117647058824
2016/1/2 14:00,0.7421052631578947,0.8577981651376146,0.3034013605442176,0.3333333333333333,0.48235294117647054
2016/1/2 15:00,0.7526315789473683,0.8761467889908257,0.3034013605442176,0.3888888888888889,0.33529411764705885
2016/1/2 16:00,0.8052631578947368,0.8830275229357798,0.3088435374149672,0.5277777777777778,0.3
2016/1/2 17:00,0.7894736842105263,0.8899082568807339,0.31836734693877666,0.5833333333333334,0.3941176470588235
2016/1/2 18:00,0.7894736842105263,0.8807339449541285,0.3251700680272105,0.6388888888888888,0.4235294117647059
2016/1/2 19:00,0.7631578947368421,0.8532110091743119,0.34013605442176953,0.7222222222222222,0.48235294117647054
2016/1/2 20:00,0.7473684210526316,0.8486238532110091,0.3578231292517007,0.75,0.36470588235294116
2016/1/2 21:00,0.7368421052631579,0.8486238532110091,0.37006802721088583,0.7222222222222222,0.5176470588235295
2016/1/2 22:00,0.7368421052631579,0.8211009174311926,0.37959183673469354,0.7222222222222222,0.4235294117647059
2016/1/2 23:00,0.7421052631578947,0.8302752293577981,0.3850340136054431,0.6944444444444444,0.36470588235294116
2016/1/3 0:00,0.7263157894736841,0.8302752293577981,0.3959183673469404,0.6666666666666666,0.3941176470588235
2016/1/3 1:00,0.7052631578947368,0.7981651376146788,0.40000000000000036,0.6944444444444444,0.5470588235294118
2016/1/3 2:00,0.6631578947368421,0.738532110091743,0.4081632653061238,0.6944444444444444,0.45294117647058824
2016/1/3 3:00,0.6210526315789473,0.6697247706422018,0.4149659863945594,0.6666666666666666,0.48235294117647054
2016/1/3 4:00,0.5736842105263157,0.5871559633027523,0.4040816326530621,0.6388888888888888,0.33529411764705885
2016/1/3 5:00,0.5473684210526315,0.5596330275229358,0.39319727891156475,0.5277777777777778,0.21176470588235294
2016/1/3 6:00,0.4894736842105263,0.5229357798165137,0.3809523809523814,0.4444444444444444,0.18235294117647058
2016/1/3 7:00,0.5210526315789473,0.5412844036697247,0.3632653061224502,0.4166666666666667,0.21176470588235294
2016/1/3 8:00,0.5736842105263157,0.6192660550458715,0.34149659863945736,0.4166666666666667,0.27058823529411763
2016/1/3 9:00,0.631578947368421,0.7064220183486238,0.3197278911564627,0.3888888888888889,0.27058823529411763
2016/1/3 10:00,0.6842105263157895,0.7660550458715596,0.2938775510204099,0.4166666666666667,0.36470588235294116
2016/1/3 11:00,0.7,0.7844036697247705,0.26530612244897966,0.4166666666666667,0.48235294117647054
2016/1/3 12:00,0.6947368421052631,0.7844036697247705,0.23129251700680342,0.3888888888888889,0.5470588235294118
2016/1/3 13:00,0.6842105263157895,0.7844036697247705,0.20408163265306278,0.4166666666666667,0.48235294117647054
2016/1/3 14:00,0.6842105263157895,0.7889908256880733,0.1714285714285726,0.3888888888888889,0.5470588235294118
2016/1/3 15:00,0.7210526315789473,0.7981651376146788,0.17278911564626043,0.5277777777777778,0.3
2016/1/3 16:00,0.7105263157894737,0.7889908256880733,0.1721088435374174,0.5277777777777778,0.27058823529411763
2016/1/3 17:00,0.6526315789473685,0.7660550458715596,0.1714285714285726,0.5277777777777778,0.21176470588235294
2016/1/3 18:00,0.6473684210526315,0.7568807339449541,0.16598639455782482,0.5833333333333334,0.27058823529411763
2016/1/3 19:00,0.6421052631578946,0.7522935779816513,0.1619047619047631,0.6111111111111112,0.27058823529411763
2016/1/3 20:00,0.6263157894736842,0.7293577981651376,0.16326530612244916,0.5277777777777778,0.21176470588235294
2016/1/3 21:00,0.6052631578947368,0.7201834862385321,0.16326530612244916,0.5555555555555556,0.18235294117647058
2016/1/3 22:00,0.5631578947368421,0.6880733944954127,0.16326530612244916,0.5555555555555556,0.21176470588235294
