timestamp,Hog_lodging_Brian,Hog_lodging_Nikki,Hog_lodging_Ora,Robin_lodging_Celia,Robin_lodging_Elmer,Robin_lodging_Renea,Hog_health_Hisako,Hog_health_Jenny,Hog_health_Kesha,Rat_health_Gaye,Rat_health_Guy,Rat_health_Shane,Rat_public_Chrissy,Eagle_public_Pearle,Hog_public_Crystal,Hog_public_Kevin,Hog_public_Octavia,Rat_public_Roma,Eagle_office_Ryan,Rat_office_Tracy,Robin_office_Lindsay,Wolf_office_Bobbie,Hog_office_Sung,Wolf_office_Cary,Hog_education_Hallie,Hog_education_Haywood,Hog_education_Janell,Hog_education_Rachael,Hog_education_Wayne,Robin_education_Zenia,Gator_public_Leroy
2016/1/1 0:00,0.35398230088495575,0.24451349190787205,0.3583446141945465,0.14189482152896044,0.1648123907029012,0.16067700833121357,0.37648136082692074,0.44231605048975453,0.4312665549489164,0.11913853673438216,0.5120793787748058,0.4214425299835234,0.2908748233076802,0.4898278893370859,0.13477587007299802,0.14995436362343645,0.27802622167359836,0.15699756481879387,0.43636363636363634,0.4089805825242719,0.18423072546208713,0.31416464891041157,0.3034335635920356,0.3541538598036668,0.3652947384290668,0.43217535833593956,0.3201858073078678,0.18654691739171114,0.4474769955618028,0,0.41923585434173666
2016/1/1 1:00,0.35398230088495575,0.24451349190787205,0.3583446141945465,0.311702378459829,0.3449808329278695,0.3330614424372636,0.37648136082692074,0.44231605048975453,0.4312665549489164,0.15304719718955248,0.5045297670405522,0.405221411875902,0.2915030626668761,0.5007824440602757,0.13477587007299802,0.14995436362343645,0.27802622167359836,0.15921787709497207,0.32727272727272727,0.4089805825242719,0.3985676654719089,0.31347284676582493,0.3034335635920356,0.35691697350326057,0.3652947384290668,0.43217535833593956,0.3201858073078678,0.18654691739171114,0.4474769955618028,0.1304505375045295,0.41923585434173666
2016/1/1 2:00,0.35398230088495575,0.23329160319160167,0.34384064977760587,0.32159408080531643,0.34854348574022764,0.3193968226605645,0.3585612237111647,0.4451068034898138,0.4267355975015851,0.15121429662440808,0.49288179465056076,0.41024740398247606,0.2966860373802419,0.4882628322768692,0.13647745175805737,0.08560418106092073,0.24982712399717066,0.15735567970204842,0.32727272727272727,0.39441747572815533,0.3985676654719089,0.3152455897613282,0.3076856097985719,0.3586851127743309,0.374566561133725,0.422515510063028,0.3210153042179918,0.1809136228165137,0.43451381567815917,0.12561903611547287,0.41923585434173666
2016/1/1 3:00,0.35398230088495575,0.2213356661990881,0.3365886675691356,0.3158239211037821,0.3297123208749061,0.3204479472587721,0.363397841131205,0.4427186509225498,0.43486871526225,0.15060332976936,0.4938524590163934,0.39106944426704815,0.28388566043662633,0.48669794415631795,0.1329500053003081,0.06219916646850647,0.2526050283635529,0.16172468127775388,0.43636363636363634,0.4155339805825243,0.3985676654719089,0.31031649948114837,0.30240320427236306,0.34143466440209636,0.3618272274988692,0.41035430414534213,0.31990930833782644,0.18547104499953226,0.43547043588041595,0.134074163546322,0.41923585434173666
2016/1/1 4:00,0.35398230088495575,0.252437191108966,0.32933668536066524,0.32406700639168834,0.34090922971374593,0.29942545529461967,0.35960602698879496,0.4434781017389594,0.42370349257208006,0.15472735604093477,0.4969801553062985,0.40267329135427177,0.30359667033139626,0.49295766557818843,0.13254791295797402,0.14180343121596195,0.2458366108774176,0.1587165162584157,0.43636363636363634,0.4150485436893204,0.3985676654719089,0.311138014527845,0.30370929355082127,0.39830664224648743,0.3625559073320266,0.42302565537215964,0.3210153042179918,0.18657364714058516,0.4461396795647703,0.12622297378910496,0.41923585434173666
2016/1/1 5:00,0.3495575221238938,0.21659954649894167,0.33175401276348865,0.30675652728708525,0.31953331283959713,0.29311870770537396,0.35595508519842467,0.4376495454732614,0.4211185862626482,0.15564380632350697,0.5098144952545297,0.41132029683368876,0.3128632008795351,0.23943666730694801,0.132511359108671,0.15405024117710892,0.2712736552822783,0.16036384472138662,0.43636363636363634,0.41116504854368935,0.3985676654719089,0.3115703908682117,0.3026934463342427,0.41069629197746405,0.36863661490527155,0.4107163427518228,0.31935631039774376,0.18646672814508913,0.43775461064907,0.12441116076820868,0.41923585434173666
2016/1/1 6:00,0.3495575221238938,0.19996782254131548,0.32933668536066524,0.30510791022950395,0.3083364040007573,0.34094487692382075,0.36318653260314504,0.4564894157261219,0.4456113106850986,0.15060332976936,0.5133735979292493,0.43458546741087956,0.31050730328255066,0.2159625008003517,0.14037591978623304,0.0706358577750744,0.2620205786838441,0.16000572983813208,0.43636363636363634,0.4203883495145631,0.3985676654719089,0.31044621238325837,0.30537818540662903,0.3904102209857217,0.37494346449570304,0.40717823818849075,0.32350379494836384,0.19182604279432802,0.43697695000845993,0.14373716632443528,0.41923585434173666
2016/1/1 7:00,0.3495575221238938,0.19602608385244627,0.32933668536066524,0.3034592931719228,0.2956126439566211,0.3299080686426407,0.37063515821726034,0.45638419061300495,0.46739627203436085,0.15197800519321827,0.5209232096635029,0.5043937516763951,0.3103502434427517,0.2284819436440928,0.15216636387894827,0.06138271247109668,0.2927598143044243,0.16143818937115026,0.43636363636363634,0.4191747572815534,0.3985676654719089,0.30871670702179177,0.3055668427468507,0.4130538110055579,0.36165133926327964,0.41172017706979114,0.335531500145162,0.19584218756264793,0.5338201033410124,0.1654789225751902,0.41923585434173666
2016/1/1 8:00,0.34513274336283184,0.18978164577645715,0.32933668536066524,0.2910946652400634,0.29917529676897925,0.3136156373704226,0.38225712726056094,0.45488358899985826,0.4755490468772269,0.1420497937986864,0.5107851596203623,0.4817288901945257,0.3087011151248626,0.22535216740299022,0.15389536095098494,0.0628795447996813,0.30652252737781294,0.39757914338919925,0.43636363636363634,0.38422330097087376,0.3985676654719089,0.3465496368038741,0.3000232193649503,0.5512665327359262,0.3675812854917335,0.403162900916616,0.3436882197613814,0.2006468599227511,0.5279697525802717,0.19386399323589804,0.41923585434173666
2016/1/1 9:00,0.3407079646017699,0.18795155281376805,0.3196673757493715,0.3034592931719228,0.3124080072148809,0.3257035702498102,0.38771006122077634,0.4754756861363626,0.4814805714313798,0.11562547731785552,0.5177955133735979,0.4534952039135044,0.33202450133500866,0.214397443740135,0.2840544798570013,0.06368239123046761,0.333203882725675,0.6642314854605357,0.43636363636363634,0.4038834951456311,0.3985676654719089,0.30171221030785195,0.2753381320020896,0.5817178201821374,0.29978893411729235,0.40729343229055237,0.3446559661565261,0.17586838271654442,0.5071356057943852,0.1920521802150018,0.41923585434173666
